duration_ms,error_message,error_type,event,level,method,path,request_id,service,session_id,stacktrace_hash,status_code,timestamp
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.170Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:02:42.334Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.174Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:02:42.334Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.174Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:02:42.334Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.174Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:02:42.337Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.175Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-27T07:10:10.960Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T19:13:35.695Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.175Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T19:13:35.696Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.175Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.175Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T19:13:40.827Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T16:38:14.069Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T16:40:44.693Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T16:40:44.692Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T16:40:44.804Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-27T07:10:10.960Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T16:40:44.807Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T16:48:52.703Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T19:13:42.192Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T19:18:16.851Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.182Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.183Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.184Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-27T07:10:10.960Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T16:48:52.703Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.185Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T19:18:17.171Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.186Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.187Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.188Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.189Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:10:11.501Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.190Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:10:11.507Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.191Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T16:48:52.724Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:10:11.509Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.191Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.191Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T07:10:11.509Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T19:18:17.383Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.192Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-27T08:16:44.028Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T19:42:47.998Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.192Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.192Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.192Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.192Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.192Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.192Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.193Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.194Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.195Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.196Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.196Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.196Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T08:25:24.196Z
