duration_ms,error_message,error_type,event,level,method,path,request_id,service,session_id,stacktrace_hash,status_code,timestamp
,,,menuItem.byUser.start,INFO,,,7627c3c9-f1b0-473f-8da3-0b55adf457b3,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:02:37.235
,,,menuItem.byUser.success,INFO,,,7627c3c9-f1b0-473f-8da3-0b55adf457b3,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:02:37.339
,,,http.request.completed,INFO,,,7627c3c9-f1b0-473f-8da3-0b55adf457b3,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:02:37.341
,,,http.request.received,INFO,,,3d6c578c-9e9c-4f8c-a55a-6d354e712b3c,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.509
,,,restaurant.list.start,INFO,,,3d6c578c-9e9c-4f8c-a55a-6d354e712b3c,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.510
,,,restaurant.list.success,INFO,,,3d6c578c-9e9c-4f8c-a55a-6d354e712b3c,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.613
,,,http.request.completed,INFO,,,3d6c578c-9e9c-4f8c-a55a-6d354e712b3c,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.614
,,,http.request.received,INFO,,,88774475-e585-47b1-9177-c1a07b48026b,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.615
,,,restaurant.list.start,INFO,,,88774475-e585-47b1-9177-c1a07b48026b,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.616
,,,restaurant.list.success,INFO,,,88774475-e585-47b1-9177-c1a07b48026b,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.717
,,,http.request.completed,INFO,,,88774475-e585-47b1-9177-c1a07b48026b,restaurants-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T17:03:02.719
,,,http.request.received,INFO,,,10aee59f-00e0-4465-a560-d5333a1853d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.037
,,,restaurant.list.start,INFO,,,10aee59f-00e0-4465-a560-d5333a1853d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.038
,,,restaurant.list.success,INFO,,,10aee59f-00e0-4465-a560-d5333a1853d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.138
,,,http.request.completed,INFO,,,10aee59f-00e0-4465-a560-d5333a1853d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.139
,,,http.request.received,INFO,,,37dd6260-54fa-4a0d-b86e-c2d2986050e5,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.140
,,,restaurant.list.start,INFO,,,37dd6260-54fa-4a0d-b86e-c2d2986050e5,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.141
,,,http.request.received,INFO,,,c2995820-4243-42b6-abd5-6d56e023fda8,restaurants-service,no-session,,,2025-12-29T17:03:17.182
,,,http.request.completed,INFO,,,c2995820-4243-42b6-abd5-6d56e023fda8,restaurants-service,no-session,,,2025-12-29T17:03:17.185
,,,restaurant.list.success,INFO,,,37dd6260-54fa-4a0d-b86e-c2d2986050e5,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.242
,,,http.request.completed,INFO,,,37dd6260-54fa-4a0d-b86e-c2d2986050e5,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:17.244
,,,http.request.received,INFO,,,eca04141-2bad-41af-9c7c-1ef58a90cbff,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.636
,,,restaurant.list.start,INFO,,,eca04141-2bad-41af-9c7c-1ef58a90cbff,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.638
,,,restaurant.list.success,INFO,,,eca04141-2bad-41af-9c7c-1ef58a90cbff,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.739
,,,http.request.completed,INFO,,,eca04141-2bad-41af-9c7c-1ef58a90cbff,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.741
,,,http.request.received,INFO,,,64514297-e251-43c7-b567-d2e8c0ea8cd7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.742
,,,restaurant.list.start,INFO,,,64514297-e251-43c7-b567-d2e8c0ea8cd7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.743
,,,http.request.received,INFO,,,2fbc59e8-4bc4-48aa-aa15-7553bc669a31,restaurants-service,no-session,,,2025-12-29T17:03:19.783
,,,http.request.completed,INFO,,,2fbc59e8-4bc4-48aa-aa15-7553bc669a31,restaurants-service,no-session,,,2025-12-29T17:03:19.785
,,,restaurant.list.success,INFO,,,64514297-e251-43c7-b567-d2e8c0ea8cd7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.846
,,,http.request.completed,INFO,,,64514297-e251-43c7-b567-d2e8c0ea8cd7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:19.847
,,,http.request.received,INFO,,,0d84e357-b5a8-4c58-ba24-9bb3e039a317,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.640
,,,restaurant.list.start,INFO,,,0d84e357-b5a8-4c58-ba24-9bb3e039a317,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.640
,,,restaurant.list.success,INFO,,,0d84e357-b5a8-4c58-ba24-9bb3e039a317,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.742
,,,http.request.completed,INFO,,,0d84e357-b5a8-4c58-ba24-9bb3e039a317,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.743
,,,http.request.received,INFO,,,9dbc8a17-e44c-4321-be18-6301b6dd30d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.745
,,,restaurant.list.start,INFO,,,9dbc8a17-e44c-4321-be18-6301b6dd30d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.746
,,,restaurant.list.success,INFO,,,9dbc8a17-e44c-4321-be18-6301b6dd30d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.850
,,,http.request.completed,INFO,,,9dbc8a17-e44c-4321-be18-6301b6dd30d7,restaurants-service,SESSION-5bd83bc4-1627-498c-8b63-4fb880a8573f,,,2025-12-29T17:03:22.851
,,,http.request.received,INFO,,,738f7fbb-030c-4c92-a886-e55eb683e628,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.512
,,,restaurant.list.start,INFO,,,738f7fbb-030c-4c92-a886-e55eb683e628,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.520
,,,restaurant.list.success,INFO,,,738f7fbb-030c-4c92-a886-e55eb683e628,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.627
,,,http.request.completed,INFO,,,738f7fbb-030c-4c92-a886-e55eb683e628,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.630
,,,http.request.received,INFO,,,37023ad6-99a3-4d44-ab41-0450888c3ce4,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.660
,,,restaurant.list.start,INFO,,,37023ad6-99a3-4d44-ab41-0450888c3ce4,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.661
,,,http.request.received,INFO,,,b37b1dbe-11c7-4a8d-a0eb-c188ace573f5,restaurants-service,no-session,,,2025-12-29T17:04:15.715
,,,http.request.completed,INFO,,,b37b1dbe-11c7-4a8d-a0eb-c188ace573f5,restaurants-service,no-session,,,2025-12-29T17:04:15.718
,,,restaurant.list.success,INFO,,,37023ad6-99a3-4d44-ab41-0450888c3ce4,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.764
,,,http.request.completed,INFO,,,37023ad6-99a3-4d44-ab41-0450888c3ce4,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T17:04:15.768
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-29T18:17:52.008
,,,db.connected,INFO,,,,restaurants-service,,,,2025-12-29T18:17:54.075
,,,server.started,INFO,,,,restaurants-service,,,,2025-12-29T18:17:54.096
,,,http.request.received,INFO,,,2038701e-d49c-40b1-8a96-f0486d89bb15,restaurants-service,,,,2025-12-29T18:17:54.118
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:17:54.122
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:17:54.802
,,,http.request.completed,INFO,,,2038701e-d49c-40b1-8a96-f0486d89bb15,restaurants-service,,,,2025-12-29T18:17:54.832
,,,http.request.received,INFO,,,308eaf9c-eadc-419e-9e79-5c71f0975f6d,restaurants-service,,,,2025-12-29T18:17:55.163
,,,http.request.completed,INFO,,,308eaf9c-eadc-419e-9e79-5c71f0975f6d,restaurants-service,,,,2025-12-29T18:17:55.172
,,,http.request.received,INFO,,,1f509508-9b04-4bf6-9413-ad2fe0bf4a34,restaurants-service,,,,2025-12-29T18:18:26.337
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:18:26.338
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:18:26.443
,,,http.request.received,INFO,,,7f6db8b7-1ecf-4b81-9a9f-b49819f6206e,restaurants-service,,,,2025-12-29T18:18:26.906
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:18:26.907
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:18:27.010
,,,http.request.completed,INFO,,,7f6db8b7-1ecf-4b81-9a9f-b49819f6206e,restaurants-service,,,,2025-12-29T18:18:27.013
,,,http.request.received,INFO,,,74c812dc-faf9-4072-94cc-00f308e18dc3,restaurants-service,,,,2025-12-29T18:18:27.016
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:18:27.017
,,,http.request.received,INFO,,,10013a72-aac3-4ef6-ac23-cd2d96a61cd5,restaurants-service,,,,2025-12-29T18:18:27.092
,,,http.request.completed,INFO,,,10013a72-aac3-4ef6-ac23-cd2d96a61cd5,restaurants-service,,,,2025-12-29T18:18:27.095
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:18:27.120
,,,http.request.completed,INFO,,,74c812dc-faf9-4072-94cc-00f308e18dc3,restaurants-service,,,,2025-12-29T18:18:27.122
,,,http.request.received,INFO,,,ff51703d-0429-4d7a-bad9-165acac0e484,restaurants-service,,,,2025-12-29T18:18:59.320
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:18:59.321
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:18:59.423
,,,http.request.received,INFO,,,d2c6f74f-be8e-428c-b88b-6af22195958f,restaurants-service,,,,2025-12-29T18:18:59.825
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:18:59.828
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:18:59.931
,,,http.request.completed,INFO,,,d2c6f74f-be8e-428c-b88b-6af22195958f,restaurants-service,,,,2025-12-29T18:18:59.933
,,,http.request.received,INFO,,,5e3dd4ce-53f2-432e-8e5b-de0ac31c767f,restaurants-service,,,,2025-12-29T18:18:59.936
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:18:59.938
,,,http.request.received,INFO,,,e999697f-d2a3-41bb-8e1a-1c7954a5cc82,restaurants-service,,,,2025-12-29T18:19:00.018
,,,http.request.completed,INFO,,,e999697f-d2a3-41bb-8e1a-1c7954a5cc82,restaurants-service,,,,2025-12-29T18:19:00.020
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:19:00.041
,,,http.request.completed,INFO,,,5e3dd4ce-53f2-432e-8e5b-de0ac31c767f,restaurants-service,,,,2025-12-29T18:19:00.043
,,,http.request.received,INFO,,,969589c0-7f47-49b3-8473-09df3dd769e7,restaurants-service,,,,2025-12-29T18:19:09.314
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:19:09.316
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:19:09.420
,,,http.request.completed,INFO,,,969589c0-7f47-49b3-8473-09df3dd769e7,restaurants-service,,,,2025-12-29T18:19:09.422
,,,http.request.received,INFO,,,31947182-f218-4d10-ac49-d6f8c2d82ca7,restaurants-service,,,,2025-12-29T18:19:10.749
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:19:10.750
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:19:10.852
,,,http.request.completed,INFO,,,31947182-f218-4d10-ac49-d6f8c2d82ca7,restaurants-service,,,,2025-12-29T18:19:10.854
,,,http.request.received,INFO,,,4cdb9879-3d54-42b8-90b2-f037608d034d,restaurants-service,,,,2025-12-29T18:19:10.855
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T18:19:10.856
,,,http.request.received,INFO,,,d00ab63d-fea1-4021-b422-f3b51102e0c6,restaurants-service,,,,2025-12-29T18:19:10.918
,,,http.request.completed,INFO,,,d00ab63d-fea1-4021-b422-f3b51102e0c6,restaurants-service,,,,2025-12-29T18:19:10.919
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T18:19:10.956
,,,http.request.completed,INFO,,,4cdb9879-3d54-42b8-90b2-f037608d034d,restaurants-service,,,,2025-12-29T18:19:10.958
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-29T19:21:03.695
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-29T19:21:07.120
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-29T19:21:07.126
,,,http.request.received,INFO,,,fbbd0b2f-d795-40e3-aea1-af1d2544774b,restaurants-service,no-session,,,2025-12-29T19:21:24.238
,,,restaurant.list.start,INFO,,,fbbd0b2f-d795-40e3-aea1-af1d2544774b,restaurants-service,no-session,,,2025-12-29T19:21:24.239
,,,restaurant.list.success,INFO,,,fbbd0b2f-d795-40e3-aea1-af1d2544774b,restaurants-service,no-session,,,2025-12-29T19:21:24.397
,,,http.request.completed,INFO,,,fbbd0b2f-d795-40e3-aea1-af1d2544774b,restaurants-service,no-session,,,2025-12-29T19:21:24.402
,,,http.request.received,INFO,,,16725b58-959b-41ac-9da9-750ce7755072,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:35.233
,,,restaurant.list.start,INFO,,,16725b58-959b-41ac-9da9-750ce7755072,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:35.234
,,,restaurant.list.success,INFO,,,16725b58-959b-41ac-9da9-750ce7755072,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:35.385
,,,http.request.received,INFO,,,f02df34e-3b91-4416-b41d-a0f9f578b3c6,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.078
,,,restaurant.list.start,INFO,,,f02df34e-3b91-4416-b41d-a0f9f578b3c6,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.079
,,,restaurant.list.success,INFO,,,f02df34e-3b91-4416-b41d-a0f9f578b3c6,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.216
,,,http.request.completed,INFO,,,f02df34e-3b91-4416-b41d-a0f9f578b3c6,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.218
,,,http.request.received,INFO,,,5c197351-c9d1-4199-b3c0-b6e961591390,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.221
,,,restaurant.list.start,INFO,,,5c197351-c9d1-4199-b3c0-b6e961591390,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.221
,,,restaurant.list.success,INFO,,,5c197351-c9d1-4199-b3c0-b6e961591390,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.359
,,,http.request.completed,INFO,,,5c197351-c9d1-4199-b3c0-b6e961591390,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-29T19:21:36.361
,,,http.request.received,INFO,,,a8d99214-be25-45dd-ac1d-25dc5c53614c,restaurants-service,no-session,,,2025-12-29T19:21:36.364
,,,http.request.completed,INFO,,,a8d99214-be25-45dd-ac1d-25dc5c53614c,restaurants-service,no-session,,,2025-12-29T19:21:36.370
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-29T22:18:04.921
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-29T22:18:07.071
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-29T22:18:07.077
,,,http.request.received,INFO,,,bfcb41c0-293d-4faa-b42a-d9caeb9a88b0,restaurants-service,no-session,,,2025-12-30T12:32:51.981
,,,http.request.completed,INFO,,,bfcb41c0-293d-4faa-b42a-d9caeb9a88b0,restaurants-service,no-session,,,2025-12-30T12:32:52.058
,,,http.request.received,INFO,,,419354e3-ad7b-498d-9da1-b874695b4b3a,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:06.077
,,,restaurant.list.start,INFO,,,419354e3-ad7b-498d-9da1-b874695b4b3a,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:06.086
,,,restaurant.list.success,INFO,,,419354e3-ad7b-498d-9da1-b874695b4b3a,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:07.352
,,,http.request.completed,INFO,,,419354e3-ad7b-498d-9da1-b874695b4b3a,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:07.363
,,,http.request.received,INFO,,,b5087c74-7e2e-4f7b-8d5d-53eb2c0cec0e,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:07.369
,,,restaurant.list.start,INFO,,,b5087c74-7e2e-4f7b-8d5d-53eb2c0cec0e,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:07.370
,,,restaurant.list.success,INFO,,,b5087c74-7e2e-4f7b-8d5d-53eb2c0cec0e,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:07.478
,,,http.request.completed,INFO,,,b5087c74-7e2e-4f7b-8d5d-53eb2c0cec0e,restaurants-service,SESSION-d1c2d776-152a-4d38-a7a5-5c596059cc70,,,2025-12-30T12:33:07.481
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:19:11.871
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:19:15.268
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:19:16.588
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:19:16.601
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:25:59.242
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:26:01.915
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:26:03.433
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:26:03.443
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:26:06.835
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:26:08.185
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-30T22:26:08.190
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:25:07.114
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:25:09.179
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:25:09.189
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:27:32.357
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:27:34.016
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:27:34.022
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:29:51.200
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:29:52.527
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2025-12-31T09:29:52.533
,,,http.request.received,INFO,,,5f4db053-d7c2-4b1c-9e00-57adff4f3bd3,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.194
,,,restaurant.list.start,INFO,,,5f4db053-d7c2-4b1c-9e00-57adff4f3bd3,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.228
,,,restaurant.service.get_all.start,INFO,,,5f4db053-d7c2-4b1c-9e00-57adff4f3bd3,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.233
,,,restaurant.service.get_all.success,INFO,,,5f4db053-d7c2-4b1c-9e00-57adff4f3bd3,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.416
,,,restaurant.list.success,INFO,,,5f4db053-d7c2-4b1c-9e00-57adff4f3bd3,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.421
,,,http.request.completed.success,INFO,,,5f4db053-d7c2-4b1c-9e00-57adff4f3bd3,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.445
,,,http.request.received,INFO,,,d2789ed5-b9c7-47ae-b5a3-833656a4f8d0,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.483
,,,restaurant.list.start,INFO,,,d2789ed5-b9c7-47ae-b5a3-833656a4f8d0,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.505
,,,restaurant.service.get_all.start,INFO,,,d2789ed5-b9c7-47ae-b5a3-833656a4f8d0,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.509
,,,restaurant.service.get_all.success,INFO,,,d2789ed5-b9c7-47ae-b5a3-833656a4f8d0,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.607
,,,restaurant.list.success,INFO,,,d2789ed5-b9c7-47ae-b5a3-833656a4f8d0,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.612
,,,http.request.completed.success,INFO,,,d2789ed5-b9c7-47ae-b5a3-833656a4f8d0,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:35:21.618
,,,http.request.received,INFO,,,a95b5e28-0520-4280-a75e-87e9e2c24eef,restaurants-service,no-session,,,2025-12-31T09:35:21.627
,,,http.request.completed.success,INFO,,,a95b5e28-0520-4280-a75e-87e9e2c24eef,restaurants-service,no-session,,,2025-12-31T09:35:21.656
,,,http.request.received,INFO,,,acae1c92-927c-4b4b-b0a1-76ce7229b574,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.633
,,,menuItem.list.start,INFO,,,acae1c92-927c-4b4b-b0a1-76ce7229b574,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.638
,,,menuitem.service.list.start,INFO,,,acae1c92-927c-4b4b-b0a1-76ce7229b574,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.641
,,,http.request.received,INFO,,,194b5431-64f4-47db-8f3e-786956c91630,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.650
,,,restaurant.getOne.start,INFO,,,194b5431-64f4-47db-8f3e-786956c91630,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.653
,,,restaurant.service.get_by_id.start,INFO,,,194b5431-64f4-47db-8f3e-786956c91630,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.660
,,,menuitem.service.list.success,INFO,,,acae1c92-927c-4b4b-b0a1-76ce7229b574,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.742
,,,menuItem.list.success,INFO,,,acae1c92-927c-4b4b-b0a1-76ce7229b574,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.743
,,,http.request.completed.success,INFO,,,acae1c92-927c-4b4b-b0a1-76ce7229b574,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.749
,,,http.request.received,INFO,,,da09d37d-3bd3-4eaa-adfa-a2fec7a53814,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.751
,,,menuItem.list.start,INFO,,,da09d37d-3bd3-4eaa-adfa-a2fec7a53814,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.752
,,,menuitem.service.list.start,INFO,,,da09d37d-3bd3-4eaa-adfa-a2fec7a53814,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.753
,,,restaurant.service.get_by_id.success,INFO,,,194b5431-64f4-47db-8f3e-786956c91630,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.786
,,,restaurant.getOne.found,INFO,,,194b5431-64f4-47db-8f3e-786956c91630,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.787
